method,stage,angle,angle_type,accuracy,nll
cb_d2_context_geo,2,60.0,train,0.16015625,3.0750796794891357
cb_d2_context_geo,2,-45.0,interpolation,0.48828125,1.4072215557098389
cb_d2_context_geo,2,-15.0,interpolation,0.8828125,0.4105934798717499
cb_d2_context_geo,2,15.0,interpolation,0.8125,0.5963698625564575
cb_d2_context_geo,2,45.0,interpolation,0.29296875,2.332716464996338
cb_d2_context_geo,2,-75.0,extrapolation,0.26171875,2.3229384422302246
cb_d2_context_geo,2,75.0,extrapolation,0.11328125,3.3809738159179688
cb_d2_context_geo,3,-60.0,train,0.34375,1.9496644735336304
cb_d2_context_geo,3,-30.0,train,0.48046875,1.3584812879562378
cb_d2_context_geo,3,0.0,train,0.76171875,0.6673747897148132
cb_d2_context_geo,3,30.0,train,0.703125,0.8872966766357422
cb_d2_context_geo,3,60.0,train,0.5,1.4196947813034058
cb_d2_context_geo,3,-45.0,interpolation,0.36328125,1.7681077718734741
cb_d2_context_geo,3,-15.0,interpolation,0.65234375,0.8791859149932861
cb_d2_context_geo,3,15.0,interpolation,0.8046875,0.705283522605896
cb_d2_context_geo,3,45.0,interpolation,0.609375,1.1221611499786377
cb_d2_context_geo,3,-75.0,extrapolation,0.33203125,2.057086706161499
cb_d2_context_geo,3,75.0,extrapolation,0.39453125,1.782531499862671
cb_d2_context_geo,4,-60.0,train,0.30078125,2.0423195362091064
cb_d2_context_geo,4,-30.0,train,0.59765625,1.2428041696548462
cb_d2_context_geo,4,0.0,train,0.8515625,0.5438925623893738
cb_d2_context_geo,4,30.0,train,0.81640625,0.763258159160614
cb_d2_context_geo,4,60.0,train,0.4765625,1.396060585975647
cb_d2_context_geo,4,-45.0,interpolation,0.36328125,1.7043439149856567
cb_d2_context_geo,4,-15.0,interpolation,0.7578125,0.7782067656517029
cb_d2_context_geo,4,15.0,interpolation,0.8671875,0.5725510120391846
cb_d2_context_geo,4,45.0,interpolation,0.66015625,1.0568979978561401
cb_d2_context_geo,4,-75.0,extrapolation,0.21484375,2.3057289123535156
cb_d2_context_geo,4,75.0,extrapolation,0.3046875,1.8699156045913696
cb_d2_route_context_geo,0,-60.0,train,0.54296875,1.4101669788360596
cb_d2_route_context_geo,0,-30.0,train,0.375,1.7763020992279053
cb_d2_route_context_geo,0,0.0,train,0.265625,2.2088747024536133
cb_d2_route_context_geo,0,30.0,train,0.21484375,2.1843013763427734
cb_d2_route_context_geo,0,60.0,train,0.20703125,2.1435418128967285
cb_d2_route_context_geo,0,-45.0,interpolation,0.5078125,1.485368013381958
cb_d2_route_context_geo,0,-15.0,interpolation,0.3125,2.0808475017547607
cb_d2_route_context_geo,0,15.0,interpolation,0.2265625,2.243457555770874
cb_d2_route_context_geo,0,45.0,interpolation,0.1875,2.1229166984558105
cb_d2_route_context_geo,0,-75.0,extrapolation,0.5078125,1.5232652425765991
cb_d2_route_context_geo,0,75.0,extrapolation,0.19140625,2.263869285583496
cb_d2_route_context_geo,1,-60.0,train,0.59375,1.215217113494873
cb_d2_route_context_geo,1,-30.0,train,0.81640625,0.7966786623001099
cb_d2_route_context_geo,1,0.0,train,0.6640625,1.0529468059539795
cb_d2_route_context_geo,1,30.0,train,0.37890625,1.7913081645965576
cb_d2_route_context_geo,1,60.0,train,0.10546875,2.5975475311279297
cb_d2_route_context_geo,1,-45.0,interpolation,0.71484375,0.9357712864875793
cb_d2_route_context_geo,1,-15.0,interpolation,0.765625,0.8887701630592346
cb_d2_route_context_geo,1,15.0,interpolation,0.53515625,1.3846138715744019
cb_d2_route_context_geo,1,45.0,interpolation,0.19140625,2.283796548843384
cb_d2_route_context_geo,1,-75.0,extrapolation,0.453125,1.5594063997268677
cb_d2_route_context_geo,1,75.0,extrapolation,0.078125,2.7555134296417236
cb_d2_route_context_geo,2,-60.0,train,0.3515625,1.870417833328247
cb_d2_route_context_geo,2,-30.0,train,0.703125,0.8683302402496338
cb_d2_route_context_geo,2,0.0,train,0.90234375,0.3205552101135254
cb_d2_route_context_geo,2,30.0,train,0.6171875,1.265456199645996
cb_d2_route_context_geo,2,60.0,train,0.16015625,3.0780513286590576
cb_d2_route_context_geo,2,-45.0,interpolation,0.48046875,1.4010899066925049
cb_d2_route_context_geo,2,-15.0,interpolation,0.87890625,0.41025397181510925
cb_d2_route_context_geo,2,15.0,interpolation,0.8125,0.5969849824905396
cb_d2_route_context_geo,2,45.0,interpolation,0.29296875,2.3261260986328125
cb_d2_route_context_geo,2,-75.0,extrapolation,0.26953125,2.315607786178589
cb_d2_route_context_geo,2,75.0,extrapolation,0.1171875,3.3865630626678467
cb_d2_route_context_geo,3,-60.0,train,0.34375,1.9301784038543701
cb_d2_route_context_geo,3,-30.0,train,0.48828125,1.3506020307540894
cb_d2_route_context_geo,3,0.0,train,0.74609375,0.6761001348495483
cb_d2_route_context_geo,3,30.0,train,0.70703125,0.8810190558433533
cb_d2_route_context_geo,3,60.0,train,0.5,1.4033255577087402
cb_d2_route_context_geo,3,-45.0,interpolation,0.37109375,1.7502644062042236
cb_d2_route_context_geo,3,-15.0,interpolation,0.65625,0.8798741102218628
cb_d2_route_context_geo,3,15.0,interpolation,0.7890625,0.7108211517333984
cb_d2_route_context_geo,3,45.0,interpolation,0.60546875,1.1143604516983032
cb_d2_route_context_geo,3,-75.0,extrapolation,0.33984375,2.0435233116149902
cb_d2_route_context_geo,3,75.0,extrapolation,0.390625,1.7754513025283813
cb_d2_route_context_geo,4,-60.0,train,0.28515625,2.0638668537139893
cb_d2_route_context_geo,4,-30.0,train,0.5859375,1.261879563331604
cb_d2_route_context_geo,4,0.0,train,0.83984375,0.5533490777015686
cb_d2_route_context_geo,4,30.0,train,0.80859375,0.7547006607055664
cb_d2_route_context_geo,4,60.0,train,0.4765625,1.3841173648834229
cb_d2_route_context_geo,4,-45.0,interpolation,0.35546875,1.7308801412582397
cb_d2_route_context_geo,4,-15.0,interpolation,0.75390625,0.7882918119430542
cb_d2_route_context_geo,4,15.0,interpolation,0.859375,0.5736286044120789
cb_d2_route_context_geo,4,45.0,interpolation,0.6484375,1.0533536672592163
cb_d2_route_context_geo,4,-75.0,extrapolation,0.20703125,2.3177881240844727
cb_d2_route_context_geo,4,75.0,extrapolation,0.3046875,1.8586658239364624
cb_d2_full_alignment,0,-60.0,train,0.54296875,1.4101669788360596
cb_d2_full_alignment,0,-30.0,train,0.375,1.7763020992279053
cb_d2_full_alignment,0,0.0,train,0.265625,2.2088747024536133
cb_d2_full_alignment,0,30.0,train,0.21484375,2.1843013763427734
cb_d2_full_alignment,0,60.0,train,0.20703125,2.1435418128967285
cb_d2_full_alignment,0,-45.0,interpolation,0.5078125,1.485368013381958
cb_d2_full_alignment,0,-15.0,interpolation,0.3125,2.0808475017547607
cb_d2_full_alignment,0,15.0,interpolation,0.2265625,2.243457555770874
cb_d2_full_alignment,0,45.0,interpolation,0.1875,2.1229166984558105
cb_d2_full_alignment,0,-75.0,extrapolation,0.5078125,1.5232652425765991
cb_d2_full_alignment,0,75.0,extrapolation,0.19140625,2.263869285583496
cb_d2_full_alignment,1,-60.0,train,0.61328125,1.2055584192276
cb_d2_full_alignment,1,-30.0,train,0.80859375,0.8050172924995422
cb_d2_full_alignment,1,0.0,train,0.64453125,1.071753740310669
cb_d2_full_alignment,1,30.0,train,0.37890625,1.7958126068115234
cb_d2_full_alignment,1,60.0,train,0.11328125,2.5921642780303955
cb_d2_full_alignment,1,-45.0,interpolation,0.7109375,0.9332690238952637
cb_d2_full_alignment,1,-15.0,interpolation,0.75390625,0.9012829065322876
cb_d2_full_alignment,1,15.0,interpolation,0.52734375,1.4013398885726929
cb_d2_full_alignment,1,45.0,interpolation,0.1953125,2.2839903831481934
cb_d2_full_alignment,1,-75.0,extrapolation,0.49609375,1.5494011640548706
cb_d2_full_alignment,1,75.0,extrapolation,0.08203125,2.7511849403381348
cb_d2_full_alignment,2,-60.0,train,0.3515625,1.8718554973602295
cb_d2_full_alignment,2,-30.0,train,0.71875,0.8668283820152283
cb_d2_full_alignment,2,0.0,train,0.90625,0.32628971338272095
cb_d2_full_alignment,2,30.0,train,0.62109375,1.2630282640457153
cb_d2_full_alignment,2,60.0,train,0.15234375,3.0937659740448
cb_d2_full_alignment,2,-45.0,interpolation,0.49609375,1.4053128957748413
cb_d2_full_alignment,2,-15.0,interpolation,0.875,0.41212183237075806
cb_d2_full_alignment,2,15.0,interpolation,0.80859375,0.604164183139801
cb_d2_full_alignment,2,45.0,interpolation,0.296875,2.3285465240478516
cb_d2_full_alignment,2,-75.0,extrapolation,0.2578125,2.338284730911255
cb_d2_full_alignment,2,75.0,extrapolation,0.1171875,3.407761573791504
cb_d2_full_alignment,3,-60.0,train,0.359375,1.9001132249832153
cb_d2_full_alignment,3,-30.0,train,0.5078125,1.306363821029663
cb_d2_full_alignment,3,0.0,train,0.7734375,0.6487149596214294
cb_d2_full_alignment,3,30.0,train,0.703125,0.8800666928291321
cb_d2_full_alignment,3,60.0,train,0.4921875,1.417267084121704
cb_d2_full_alignment,3,-45.0,interpolation,0.37109375,1.711501955986023
cb_d2_full_alignment,3,-15.0,interpolation,0.671875,0.8432332873344421
cb_d2_full_alignment,3,15.0,interpolation,0.8125,0.6976250410079956
cb_d2_full_alignment,3,45.0,interpolation,0.58984375,1.118836760520935
cb_d2_full_alignment,3,-75.0,extrapolation,0.3515625,2.0446484088897705
cb_d2_full_alignment,3,75.0,extrapolation,0.3828125,1.7863657474517822
cb_d2_full_alignment,4,-60.0,train,0.28515625,2.055121421813965
cb_d2_full_alignment,4,-30.0,train,0.5625,1.270331859588623
cb_d2_full_alignment,4,0.0,train,0.83984375,0.5657562613487244
cb_d2_full_alignment,4,30.0,train,0.80078125,0.7474325299263
cb_d2_full_alignment,4,60.0,train,0.46875,1.4223915338516235
cb_d2_full_alignment,4,-45.0,interpolation,0.3515625,1.7285313606262207
cb_d2_full_alignment,4,-15.0,interpolation,0.72265625,0.805830180644989
cb_d2_full_alignment,4,15.0,interpolation,0.84375,0.5845005512237549
cb_d2_full_alignment,4,45.0,interpolation,0.6640625,1.0521929264068604
cb_d2_full_alignment,4,-75.0,extrapolation,0.20703125,2.301586151123047
cb_d2_full_alignment,4,75.0,extrapolation,0.30859375,1.9360748529434204
cb_d4_no_geo,0,-60.0,train,0.57421875,1.4515714645385742
cb_d4_no_geo,0,-30.0,train,0.41015625,1.8054641485214233
cb_d4_no_geo,0,0.0,train,0.265625,2.258708953857422
cb_d4_no_geo,0,30.0,train,0.1796875,2.300523281097412
cb_d4_no_geo,0,60.0,train,0.1640625,2.276731252670288
cb_d4_no_geo,0,-45.0,interpolation,0.453125,1.5275980234146118
cb_d4_no_geo,0,-15.0,interpolation,0.31640625,2.113070249557495
cb_d4_no_geo,0,15.0,interpolation,0.20703125,2.3493916988372803
cb_d4_no_geo,0,45.0,interpolation,0.1484375,2.253290891647339
cb_d4_no_geo,0,-75.0,extrapolation,0.4765625,1.5981934070587158
cb_d4_no_geo,0,75.0,extrapolation,0.14453125,2.380103826522827
cb_d4_no_geo,1,-60.0,train,0.6328125,1.2085140943527222
cb_d4_no_geo,1,-30.0,train,0.75390625,0.8788050413131714
cb_d4_no_geo,1,0.0,train,0.57421875,1.1559983491897583
cb_d4_no_geo,1,30.0,train,0.34375,1.7974640130996704
cb_d4_no_geo,1,60.0,train,0.14453125,2.491961717605591
cb_d4_no_geo,1,-45.0,interpolation,0.74609375,0.9554688334465027
cb_d4_no_geo,1,-15.0,interpolation,0.73046875,0.9862473011016846
cb_d4_no_geo,1,15.0,interpolation,0.4921875,1.4570610523223877
cb_d4_no_geo,1,45.0,interpolation,0.21484375,2.205310821533203
cb_d4_no_geo,1,-75.0,extrapolation,0.5234375,1.537552833557129
cb_d4_no_geo,1,75.0,extrapolation,0.09765625,2.6725544929504395
cb_d4_no_geo,2,-60.0,train,0.36328125,1.747968316078186
cb_d4_no_geo,2,-30.0,train,0.7265625,0.8328262567520142
cb_d4_no_geo,2,0.0,train,0.91015625,0.3475021719932556
cb_d4_no_geo,2,30.0,train,0.62109375,1.1507586240768433
cb_d4_no_geo,2,60.0,train,0.15234375,2.8298919200897217
cb_d4_no_geo,2,-45.0,interpolation,0.5,1.3005049228668213
cb_d4_no_geo,2,-15.0,interpolation,0.87890625,0.438792884349823
cb_d4_no_geo,2,15.0,interpolation,0.80859375,0.5839230418205261
cb_d4_no_geo,2,45.0,interpolation,0.2890625,2.119915246963501
cb_d4_no_geo,2,-75.0,extrapolation,0.2734375,2.1649465560913086
cb_d4_no_geo,2,75.0,extrapolation,0.109375,3.172877073287964
cb_d4_no_geo,3,-60.0,train,0.33203125,1.9275407791137695
cb_d4_no_geo,3,-30.0,train,0.48828125,1.3457133769989014
cb_d4_no_geo,3,0.0,train,0.76953125,0.6758054494857788
cb_d4_no_geo,3,30.0,train,0.6875,0.923542857170105
cb_d4_no_geo,3,60.0,train,0.49609375,1.4456435441970825
cb_d4_no_geo,3,-45.0,interpolation,0.375,1.7407960891723633
cb_d4_no_geo,3,-15.0,interpolation,0.640625,0.8741602897644043
cb_d4_no_geo,3,15.0,interpolation,0.7890625,0.7309399843215942
cb_d4_no_geo,3,45.0,interpolation,0.5859375,1.1905323266983032
cb_d4_no_geo,3,-75.0,extrapolation,0.30078125,2.077322483062744
cb_d4_no_geo,3,75.0,extrapolation,0.359375,1.8013737201690674
cb_d4_no_geo,4,-60.0,train,0.2578125,2.095020294189453
cb_d4_no_geo,4,-30.0,train,0.58203125,1.2715860605239868
cb_d4_no_geo,4,0.0,train,0.8125,0.5818179845809937
cb_d4_no_geo,4,30.0,train,0.765625,0.7593958973884583
cb_d4_no_geo,4,60.0,train,0.48828125,1.3363584280014038
cb_d4_no_geo,4,-45.0,interpolation,0.34375,1.7905535697937012
cb_d4_no_geo,4,-15.0,interpolation,0.73828125,0.7985770106315613
cb_d4_no_geo,4,15.0,interpolation,0.859375,0.6012694239616394
cb_d4_no_geo,4,45.0,interpolation,0.6484375,1.0493097305297852
cb_d4_no_geo,4,-75.0,extrapolation,0.20703125,2.3304667472839355
cb_d4_no_geo,4,75.0,extrapolation,0.33984375,1.8349063396453857
cb_d4_full_alignment,0,-60.0,train,0.57421875,1.4515714645385742
cb_d4_full_alignment,0,-30.0,train,0.41015625,1.8054641485214233
cb_d4_full_alignment,0,0.0,train,0.265625,2.258708953857422
cb_d4_full_alignment,0,30.0,train,0.1796875,2.300523281097412
cb_d4_full_alignment,0,60.0,train,0.1640625,2.276731252670288
cb_d4_full_alignment,0,-45.0,interpolation,0.453125,1.5275980234146118
cb_d4_full_alignment,0,-15.0,interpolation,0.31640625,2.113070249557495
cb_d4_full_alignment,0,15.0,interpolation,0.20703125,2.3493916988372803
cb_d4_full_alignment,0,45.0,interpolation,0.1484375,2.253290891647339
cb_d4_full_alignment,0,-75.0,extrapolation,0.4765625,1.5981934070587158
cb_d4_full_alignment,0,75.0,extrapolation,0.14453125,2.380103826522827
cb_d4_full_alignment,1,-60.0,train,0.63671875,1.2125647068023682
cb_d4_full_alignment,1,-30.0,train,0.75390625,0.8829769492149353
cb_d4_full_alignment,1,0.0,train,0.55859375,1.159772515296936
cb_d4_full_alignment,1,30.0,train,0.34375,1.8013720512390137
cb_d4_full_alignment,1,60.0,train,0.140625,2.482353687286377
cb_d4_full_alignment,1,-45.0,interpolation,0.7421875,0.9591727256774902
cb_d4_full_alignment,1,-15.0,interpolation,0.73046875,0.9896611571311951
cb_d4_full_alignment,1,15.0,interpolation,0.484375,1.4618934392929077
cb_d4_full_alignment,1,45.0,interpolation,0.21875,2.205242395401001
cb_d4_full_alignment,1,-75.0,extrapolation,0.51953125,1.5401407480239868
cb_d4_full_alignment,1,75.0,extrapolation,0.09375,2.6595985889434814
cb_d4_full_alignment,2,-60.0,train,0.36328125,1.7595998048782349
cb_d4_full_alignment,2,-30.0,train,0.7109375,0.8439589738845825
cb_d4_full_alignment,2,0.0,train,0.90234375,0.34784236550331116
cb_d4_full_alignment,2,30.0,train,0.609375,1.155084490776062
cb_d4_full_alignment,2,60.0,train,0.1484375,2.8369321823120117
cb_d4_full_alignment,2,-45.0,interpolation,0.4921875,1.3192689418792725
cb_d4_full_alignment,2,-15.0,interpolation,0.8828125,0.43982622027397156
cb_d4_full_alignment,2,15.0,interpolation,0.80859375,0.5822518467903137
cb_d4_full_alignment,2,45.0,interpolation,0.2890625,2.123518228530884
cb_d4_full_alignment,2,-75.0,extrapolation,0.27734375,2.1638400554656982
cb_d4_full_alignment,2,75.0,extrapolation,0.11328125,3.1784348487854004
cb_d4_full_alignment,3,-60.0,train,0.328125,1.9333829879760742
cb_d4_full_alignment,3,-30.0,train,0.4765625,1.4143116474151611
cb_d4_full_alignment,3,0.0,train,0.73046875,0.7136155366897583
cb_d4_full_alignment,3,30.0,train,0.69140625,0.9269612431526184
cb_d4_full_alignment,3,60.0,train,0.50390625,1.427649736404419
cb_d4_full_alignment,3,-45.0,interpolation,0.38671875,1.7745875120162964
cb_d4_full_alignment,3,-15.0,interpolation,0.625,0.9331390261650085
cb_d4_full_alignment,3,15.0,interpolation,0.76953125,0.7528285384178162
cb_d4_full_alignment,3,45.0,interpolation,0.609375,1.167020559310913
cb_d4_full_alignment,3,-75.0,extrapolation,0.3046875,2.082512140274048
cb_d4_full_alignment,3,75.0,extrapolation,0.36328125,1.8100354671478271
cb_d4_full_alignment,4,-60.0,train,0.25,2.0919008255004883
cb_d4_full_alignment,4,-30.0,train,0.59765625,1.2742921113967896
cb_d4_full_alignment,4,0.0,train,0.8359375,0.559213399887085
cb_d4_full_alignment,4,30.0,train,0.765625,0.7477328777313232
cb_d4_full_alignment,4,60.0,train,0.4921875,1.3214740753173828
cb_d4_full_alignment,4,-45.0,interpolation,0.33984375,1.794350266456604
cb_d4_full_alignment,4,-15.0,interpolation,0.7578125,0.7803014516830444
cb_d4_full_alignment,4,15.0,interpolation,0.87109375,0.5821581482887268
cb_d4_full_alignment,4,45.0,interpolation,0.640625,1.0311883687973022
cb_d4_full_alignment,4,-75.0,extrapolation,0.21875,2.308150053024292
